MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Maluku,Kabupaten,Maluku,Maluku Tenggara,2014,23.9,299603,4.53,1.2,24.21,11.34,54.18,34.48,98.87,99.64,100.00,89.89,30.24,61.86,7.90,48.14,21.62,62.23,56.65,58.00,41.94,60.75,50.04
Maluku,Kabupaten,Maluku,Maluku Tengah,2014,78.9,362542,4.57,1.38,21.41,10.59,52.53,36.88,100.00,100.00,100.00,100.00,50.06,39.16,10.78,25.54,24.40,69.23,54.80,57.89,56.97,49.63,51.57
Maluku,Kabupaten,Maluku,Buru,2014,21.9,355985,2.66,0.61,17.55,45.99,33.44,20.57,95.00,84.37,99.15,70.12,39.77,45.78,14.45,26.92,33.31,67.69,54.89,57.14,51.56,50.98,60.31
Maluku,Kabupaten,Maluku,Kepulauan Aru,2014,23.8,282440,3.81,0.81,26.33,25.49,61.83,12.69,100.00,100.00,97.32,90.85,33.68,57.14,9.17,56.89,9.42,62.31,59.67,60.36,49.46,21.97,58.46
Maluku,Kabupaten,Maluku,Seram Bagian Barat,2014,40.2,301802,4.61,1.58,23.79,27.25,57.23,15.51,98.85,98.39,98.73,94.25,43.70,49.75,6.54,43.81,12.49,63.94,62.16,62.59,32.75,25.03,45.58
Maluku,Kabupaten,Maluku,Seram Bagian Timur,2014,25.1,293745,3.52,0.87,23.4,38.04,53.23,8.74,99.03,96.72,98.18,89.66,39.41,57.54,3.05,35.61,24.98,69.31,62.85,64.36,33.28,13.21,28.29
Maluku,Kabupaten,Maluku,Maluku Barat Daya,2014,20.4,298825,4.94,1.24,28.33,14.88,71.88,13.24,100.00,100.00,100.00,100.00,35.08,60.77,4.15,58.78,6.15,70.64,63.13,65.25,42.49,24.15,55.35
Maluku,Kabupaten,Maluku,Buru Selatan,2014,9.7,458139,1.76,0.27,16.59,39.95,39.70,20.35,91.11,90.37,100.00,100.00,27.87,68.65,3.48,66.14,5.99,64.85,62.52,62.90,30.59,15.37,49.26
Maluku,Kota,Maluku,Kota Ambon,2014,16.9,430697,0.51,0.12,4.23,10.28,46.62,43.10,100.00,97.95,100.00,100.00,54.49,37.04,8.47,0,45.51,63.68,50.25,50.82,55.06,91.49,26.74
Maluku,Kota,Maluku,Kota Tual,2014,14.8,297378,3.85,1.17,22.31,10.42,57.40,32.19,100.00,100.00,98.86,100.00,53.91,33.51,12.59,23.06,23.03,57.34,57.78,57.68,24.96,77.08,45.97
Maluku,Kabupaten,Maluku Utara,Halmahera Barat,2014,10.4,258965,1.41,0.28,9.56,20.72,53.95,25.34,100.00,99.05,100.00,100.00,28.27,63.24,8.49,54.71,17.02,67.35,58.84,59.65,22.90,82.76,62.17
Maluku,Kabupaten,Maluku Utara,Halmahera Tengah,2014,8.2,346751,2.5,0.61,16.88,32.65,45.20,22.15,100.00,97.94,100.00,96.14,27.69,62.13,10.18,56.69,15.62,70.26,60.27,61.96,40.00,42.78,25.09
Maluku,Kabupaten,Maluku Utara,Kepulauan Sula,2014,12.6,275479,1.63,0.44,8.76,22.24,59.18,18.58,97.04,95.67,94.55,95.67,36.08,45.84,18.08,52.11,11.81,67.44,60.10,60.75,21.28,46.21,18.67
Maluku,Kabupaten,Maluku Utara,Halmahera Selatan,2014,12.7,236969,0.89,0.19,5.87,49.58,47.54,2.88,100.00,96.84,92.21,72.96,32.03,63.74,4.23,66.63,1.34,65.56,60.05,60.38,31.98,37.37,32.90
Maluku,Kabupaten,Maluku Utara,Halmahera Utara,2014,10.2,188471,0.73,0.12,5.74,50.89,45.64,3.47,95.48,88.44,87.47,100.00,22.77,77.23,0,73.91,3.32,71.65,60.29,60.94,36.91,23.02,54.44
Maluku,Kabupaten,Maluku Utara,Halmahera Timur,2014,13.3,419734,1.71,0.31,15.94,14.66,72.48,12.86,100.00,100.00,100.00,100.00,38.80,51.60,9.61,53.98,7.22,70.81,60.10,61.81,10.10,35.16,32.72
Maluku,Kabupaten,Maluku Utara,Pulau Morotai,2014,5.2,205115,0.4,0.04,8.74,54.70,36.41,8.89,100.00,98.81,100.00,100.00,29.89,66.05,4.06,56.98,13.13,66.66,60.08,60.66,26.03,19.12,51.07
Maluku,Kabupaten,Maluku Utara,Pulau Taliabu,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Maluku,Kota,Maluku Utara,Kota Ternate,2014,6.6,434061,0.26,0.05,3.16,23.95,21.69,54.36,100.00,100.00,100.00,100.00,49.57,34.16,16.26,19.98,30.45,67.79,45.10,45.82,33.01,100.00,19.82
Maluku,Kota,Maluku Utara,Kota Tidore Kepulauan,2014,5.5,325399,0.55,0.09,5.71,15.21,52.69,32.10,100.00,98.14,97.39,100.00,27.63,54.35,18.02,47.69,24.69,66.48,55.96,56.56,43.55,44.54,62.71
Papua,Kabupaten,Papua Barat,Fakfak,2014,21.2,419644,5.82,1.63,29.18,25.30,46.92,27.78,100.00,100.00,98.67,94.49,49.74,33.74,16.52,22.54,27.72,60.79,58.49,59.16,19.51,47.20,93.54
Papua,Kabupaten,Papua Barat,Kaimana,2014,9.4,327197,3.72,1.02,17.65,52.92,37.81,9.27,100.00,95.24,99.87,91.15,14.88,82.76,2.36,69.54,15.59,66.04,62.35,63.00,18.48,38.12,38.50
Papua,Kabupaten,Papua Barat,Teluk Wondama,2014,11.4,431100,11.04,4.18,38.81,29.51,54.87,15.62,98.07,92.93,92.14,81.92,32.09,56.60,11.32,45.68,22.23,70.75,64.35,66.83,11.43,79.52,51.98
Papua,Kabupaten,Papua Barat,Teluk Bintuni,2014,22.8,521639,12.09,5.24,38.92,27.49,44.99,27.52,96.78,91.16,95.64,91.38,34.39,36.98,28.63,25.72,39.89,64.75,54.09,58.24,47.36,86.95,24.48
Papua,Kabupaten,Papua Barat,Manokwari,2014,56.7,497067,5.48,1.81,27.63,21.80,45.71,32.49,99.39,90.47,88.93,95.72,28.50,56.60,14.90,51.35,20.16,59.95,51.54,53.86,43.78,74.97,32.19
Papua,Kabupaten,Papua Barat,Sorong Selatan,2014,8.4,261095,4.51,1.3,19.73,30.92,63.58,5.51,97.74,96.12,90.48,100.00,24.33,67.47,8.20,69.18,6.50,78.92,59.55,63.37,12.24,29.41,42.05
Papua,Kabupaten,Papua Barat,Sorong,2014,27.3,286937,7.5,2.58,34.3,26.22,53.80,19.98,100.00,95.19,95.78,98.29,41.49,43.88,14.63,37.46,21.05,65.35,60.80,62.36,16.53,68.53,87.96
Papua,Kabupaten,Papua Barat,Raja Ampat,2014,9.5,279642,3.95,1.1,20.73,20.07,65.89,14.03,100.00,100.00,94.23,100.00,33.18,63.67,3.15,52.93,13.88,63.77,63.31,63.40,22.66,53.02,80.57
Papua,Kabupaten,Papua Barat,Tambrauw,2014,5.2,287577,8.46,2.55,38.35,38.93,49.64,11.43,92.88,71.21,88.42,82.17,27.73,67.46,4.82,67.46,4.82,69.74,69.46,69.57,8.24,71.78,28.88
Papua,Kabupaten,Papua Barat,Maybrat,2014,13,289229,5.54,1.34,35.2,40.51,43.44,16.05,100.00,94.16,95.42,100.00,24.11,73.67,2.22,71.56,4.34,67.60,68.81,68.38,23.90,41.25,60.19
Papua,Kabupaten,Papua Barat,Manokwari Selatan,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Papua,Kabupaten,Papua Barat,Pegunungan Arfak,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Papua,Kota,Papua Barat,Kota Sorong,2014,40.7,557832,3.65,1.06,18.37,10.98,46.75,42.27,100.00,98.65,95.37,96.92,47.80,24.23,27.97,9.03,43.17,60.20,45.32,48.06,80.82,85.47,39.47
Papua,Kabupaten,Papua,Merauke,2014,21.9,275008,1.78,0.45,10.2,21.06,74.34,4.60,100.00,99.31,95.57,87.53,30.57,63.64,5.79,63.21,6.22,71.22,59.06,60.30,10.17,73.77,84.72
Papua,Kabupaten,Papua,Jayawijaya,2014,81.1,317168,14.8,7.11,39.6,63.92,27.38,8.70,77.85,48.83,91.04,81.05,8.51,89.58,1.91,89.58,1.91,70.74,57.71,62.87,8.81,17.83,95.41
Papua,Kabupaten,Papua,Jayapura,2014,17,419312,2.77,0.85,14.18,19.62,53.97,26.41,100.00,99.09,93.72,96.32,58.02,33.48,8.50,25.74,16.23,67.73,60.88,61.85,36.68,43.59,63.45
Papua,Kabupaten,Papua,Nabire,2014,33.1,441408,5.47,1.76,23.92,17.68,60.92,21.40,100.00,96.88,93.73,85.93,29.49,58.22,12.30,54.72,15.80,69.48,57.92,60.69,43.33,83.32,67.14
Papua,Kabupaten,Papua,Kepulauan Yapen,2014,23.9,457488,5.96,1.97,26.39,24.90,47.21,27.88,100.00,98.25,91.01,94.36,38.95,56.26,4.79,54.97,6.07,70.12,61.95,64.11,82.46,97.76,77.60
Papua,Kabupaten,Papua,Biak Numfor,2014,37.5,422155,5.96,2.07,27.44,11.31,55.80,32.90,100.00,99.99,99.12,93.80,40.19,48.17,11.64,41.27,18.54,69.98,60.91,63.40,19.03,91.91,30.28
Papua,Kabupaten,Papua,Paniai,2014,58.8,341762,5.95,1.62,36.07,54.67,32.18,13.15,77.80,53.64,83.93,79.08,7.53,89.90,2.57,89.85,2.62,75.50,75.60,75.56,1.26,49.77,41.60
Papua,Kabupaten,Papua,Puncak Jaya,2014,41.2,449832,5.91,1.24,36.15,40.10,54.78,5.12,83.29,61.76,62.41,41.50,7.89,91.74,0.37,91.74,0.37,76.36,76.79,76.63,54.28,52.39,54.84
Papua,Kabupaten,Papua,Mimika,2014,32.2,535342,2.92,0.77,16.11,23.83,60.25,15.93,100.00,99.18,100.00,81.24,38.48,56.47,5.05,52.60,8.93,66.70,57.94,59.35,34.91,88.97,29.33
Papua,Kabupaten,Papua,Boven Digoel,2014,11.7,348780,3.47,1.04,18.87,47.94,39.98,12.08,100.00,86.73,84.83,87.27,28.80,67.90,3.31,68.41,2.79,78.69,66.30,68.64,10.70,14.00,48.84
Papua,Kabupaten,Papua,Mappi,2014,23.5,248690,4.25,1.12,25.95,49.63,45.64,4.73,94.37,84.58,88.81,83.56,24.40,71.95,3.65,72.67,2.93,74.87,75.88,75.62,5.04,36.94,22.45
Papua,Kabupaten,Papua,Asmat,2014,25.4,280854,4.67,1.1,29.1,75.27,19.12,5.61,80.08,66.07,64.20,49.85,21.93,75.52,2.55,75.00,3.07,68.20,67.81,67.92,0.00,32.07,45.92
Papua,Kabupaten,Papua,Yahukimo,2014,69.9,286300,7.09,1.95,39.02,67.04,29.37,3.59,52.18,42.95,61.54,52.27,10.10,89.36,0.54,89.09,0.81,77.26,81.55,79.88,6.29,6.70,
Papua,Kabupaten,Papua,Pegunungan Bintang,2014,23.3,374249,3.23,0.49,32.78,74.81,22.13,3.06,44.68,35.49,46.48,42.32,4.21,94.43,1.36,94.70,1.09,80.76,75.56,77.26,14.04,28.82,79.74
Papua,Kabupaten,Papua,Tolikara,2014,42.8,203714,4.85,1.07,33.27,66.60,27.52,5.89,72.14,44.73,84.79,93.88,19.62,79.77,0.61,79.77,0.61,82.92,78.44,79.93,1.80,0.00,20.64
Papua,Kabupaten,Papua,Sarmi,2014,4.8,348720,3.01,1.03,13.32,64.32,28.82,6.87,96.02,68.64,76.09,58.67,13.28,80.53,6.19,80.53,6.19,75.78,65.14,66.55,6.40,6.42,40.79
Papua,Kabupaten,Papua,Keerom,2014,10.2,423918,3.44,1.02,19.12,35.21,39.84,24.95,96.08,76.75,88.99,83.50,27.54,57.97,14.50,57.23,15.23,69.96,63.41,64.66,19.01,47.36,31.95
Papua,Kabupaten,Papua,Waropen,2014,9.1,477672,5.85,1.68,32.63,25.96,52.03,22.00,100.00,99.48,95.15,96.61,53.57,34.72,11.71,30.56,15.87,65.50,55.64,58.85,13.98,94.42,50.06
Papua,Kabupaten,Papua,Supiori,2014,6.4,338029,6.22,1.51,36.65,27.51,53.58,18.91,100.00,98.40,99.44,100.00,54.64,41.04,4.33,30.64,14.72,71.79,68.68,69.82,36.03,65.05,73.60
Papua,Kabupaten,Papua,Mamberamo Raya,2014,6.2,538203,6.54,2.2,29.86,68.10,27.05,4.85,89.32,68.86,94.42,87.54,11.55,87.92,0.53,87.92,0.53,75.08,72.96,73.59,1.74,10.17,
Papua,Kabupaten,Papua,Nduga,2014,33.4,239201,5.1,1.1,35.89,92.60,6.70,0.70,41.16,14.08,22.19,36.59,3.11,96.89,0,96.89,0,63.79,69.78,67.63,0.70,17.15,59.39
Papua,Kabupaten,Papua,Lanny Jaya,2014,67.2,351597,10.02,3.33,39.26,67.99,27.75,4.25,52.49,37.50,51.59,35.11,2.10,97.64,0.26,97.64,0.26,73.89,73.16,73.45,0.69,16.11,51.62
Papua,Kabupaten,Papua,Mamberamo Tengah,2014,16.2,297215,3.04,0.36,35.47,78.78,17.02,4.20,47.97,28.14,79.54,71.71,0.32,99.17,0.51,99.17,0.51,67.69,75.51,72.74,0.00,32.15,98.04
Papua,Kabupaten,Papua,Yalimo,2014,20.7,253293,6.32,1.72,35.65,56.27,36.10,7.63,66.36,46.00,88.70,70.56,5.59,94.33,0.08,94.33,0.08,75.48,75.49,75.49,1.69,69.25,87.61
Papua,Kabupaten,Papua,Puncak,2014,38.7,461014,15.47,7.77,37.85,89.09,8.64,2.26,32.64,16.88,28.28,3.42,4.75,94.37,0.88,94.37,0.88,79.38,81.87,80.93,19.96,38.53,
Papua,Kabupaten,Papua,Dogiyai,2014,26.5,349727,4.72,1.12,29.1,43.69,53.52,2.80,81.53,71.87,91.99,94.50,9.56,89.53,0.91,89.98,0.46,73.93,70.01,71.15,7.81,70.72,46.83
Papua,Kabupaten,Papua,Intan Jaya,2014,17.2,453388,10.06,3.61,38.16,67.80,20.98,11.22,58.96,37.42,78.73,63.00,1.74,77.31,20.95,96.36,1.90,76.93,69.32,72.22,2.05,89.02,
Papua,Kabupaten,Papua,Deiyai,2014,30.4,430883,13.02,5.26,44.49,69.93,18.52,11.55,73.89,38.67,89.82,80.38,6.31,92.83,0.87,92.64,1.05,75.45,74.15,74.73,0.00,60.38,64.93
Papua,Kota,Papua,Kota Jayapura,2014,33.9,657702,2.77,0.87,12.21,5.17,47.64,47.19,100.00,100.00,98.40,94.62,52.20,19.29,28.52,3.87,43.93,57.40,48.08,49.22,75.09,95.36,38.67
Sumatera,Kabupaten,Aceh,Simeulue,2013,17.8,305600,3.46,0.91,20.57,9.47,58.95,31.58,92.18,97.49,93.98,73.83,29.28,70.22,0.5,5.34,72.49,67.67,68.66,30.15,43.45,43.45,91.12
Sumatera,Kabupaten,Aceh,Aceh Singkil,2013,20.7,316319,2.77,0.66,18.73,27.43,53.83,18.75,99.23,95.97,99.4,99.28,42.65,39.4,17.95,20.12,75.77,68.05,69.5,28.71,36.27,36.27,80.83
Sumatera,Kabupaten,Aceh,Aceh Selatan,2013,29.3,283446,2.09,0.44,13.44,17.71,67.98,14.31,100,97.21,95.76,90.93,40.53,53.59,5.87,12.51,74.06,70.13,70.66,31.69,38.61,38.61,69.53
Sumatera,Kabupaten,Aceh,Aceh Tenggara,2013,27.8,206797,1.78,0.37,14.39,8.55,71.99,19.46,100,99.29,100,100,32.13,65.07,2.79,9.7,75.52,71.64,72.2,32.31,37.09,37.09,95.5
Sumatera,Kabupaten,Aceh,Aceh Timur,2013,64.4,319392,2.92,0.8,16.59,16.54,69.66,13.8,100,98.93,99.3,88.18,51.97,31.04,16.99,7.62,74.04,65.19,66.65,28.77,55.71,55.71,84.61
Sumatera,Kabupaten,Aceh,Aceh Tengah,2013,33.6,370670,2.21,0.39,17.76,3.72,79.76,16.52,100,100,100,100,21.76,74.65,3.59,7.31,72.15,61.35,63.27,20.7,35.81,35.81,79.02
Sumatera,Kabupaten,Aceh,Aceh Barat,2013,44.3,413061,3.68,0.85,23.7,21.68,55.48,22.84,96.89,94.32,100,100,42.61,45.76,11.64,24.84,69.07,62.41,63.99,50.31,50.35,50.35,87.88
Sumatera,Kabupaten,Aceh,Aceh Besar,2013,63.9,352451,2.89,0.76,16.88,15.53,49.92,34.55,100,97.06,100,100,39.3,43.4,17.31,29.93,70.23,62.69,63.97,52.72,62.77,62.77,86.83
Sumatera,Kabupaten,Aceh,Pidie,2013,85.8,361707,2.99,0.67,21.12,17.82,55.46,26.72,100,96.98,98.94,86.3,43.64,39.94,16.42,24.41,75.08,67.42,69.04,51.43,21.75,21.75,92.61
Sumatera,Kabupaten,Aceh,Bireuen,2013,73.9,292308,2.8,0.67,17.65,21.55,62.89,15.56,98.81,97.19,98.76,96.19,42.41,37.13,20.46,23.61,74.5,66.19,67.66,39.96,52.48,52.48,87.88
Sumatera,Kabupaten,Aceh,Aceh Utara,2013,115.4,274799,2.65,0.54,20.34,18.97,56.94,24.09,98.97,96.53,97.11,93.35,50.15,33.4,16.45,20.57,69.34,66.39,66.99,40.42,50.36,50.36,95.32
Sumatera,Kabupaten,Aceh,Aceh Barat Daya,2013,25.7,283117,2.64,0.63,18.92,13.6,72.5,13.91,100,97.51,96.28,91.08,46.25,39.56,14.19,16.13,69.69,65.5,66.3,19.96,23.92,23.92,93.83
Sumatera,Kabupaten,Aceh,Gayo Lues,2013,19,279420,4.1,1.06,22.33,30.89,51.77,17.34,95.49,86.56,96.3,98.34,21.58,76.86,1.56,3.99,70.34,64.73,65.98,48.13,12.92,12.92,87.67
Sumatera,Kabupaten,Aceh,Aceh Tamiang,2013,40.8,331218,2.09,0.56,15.13,20.9,60.86,18.24,100,96.9,100,91.8,46.45,35.35,18.19,23.51,68.52,63.81,64.53,44.39,86.84,86.84,78.21
Sumatera,Kabupaten,Aceh,Nagan Raya,2013,32.7,353231,3.34,0.87,21.75,21.6,58.8,19.6,100,92.59,100,97.77,42.25,36.85,20.9,12.72,71.2,65.9,67.05,27.53,52.42,52.42,91.83
Sumatera,Kabupaten,Aceh,Aceh Jaya,2013,14.6,303209,3.04,0.83,17.53,18.45,60.17,21.37,100,95.06,99.87,83.91,42.63,40.03,17.34,13.89,71.39,66.74,67.55,63.12,62.85,62.85,62.41
Sumatera,Kabupaten,Aceh,Bener Meriah,2013,30.9,327652,3.34,0.73,23.47,9.76,57.11,33.13,98.87,98.78,96.29,88.62,20.88,73.45,5.67,14.53,69.72,62.79,64.42,37.53,75.73,75.73,83.65
Sumatera,Kabupaten,Aceh,Pidie Jaya,2013,32.6,373497,3.34,0.83,22.7,18.21,51.82,29.96,98.44,97.78,100,94.81,43.44,49.34,7.22,21.57,73.09,63.81,65.92,32.18,19.6,19.6,99.13
Sumatera,Kota,Aceh,Kota Banda Aceh,2013,19.4,493558,1.41,0.35,8.03,7.51,46.59,45.91,100,95.19,100,100,42.05,24.15,33.8,54.74,59.49,47.09,48.09,97.56,98.16,98.16,57.98
Sumatera,Kota,Aceh,Kota Sabang,2013,5.9,451218,4.06,1.2,18.31,6.7,56.84,36.45,100,100,100,100,44,21.78,34.21,48.77,70.86,63.75,65.06,87.93,72.52,72.52,89.12
Sumatera,Kota,Aceh,Kota Langsa,2013,20.3,298749,1.89,0.39,12.62,10.02,57,32.98,98.43,97.9,95.61,90.98,34.65,37.07,28.28,41.9,67.4,56.52,57.9,69.77,88.04,88.04,76.93
Sumatera,Kota,Aceh,Kota Lhokseumawe,2013,23,293788,2.05,0.49,12.47,5.71,56.31,37.99,100,98.81,100,92.72,49.66,21.23,29.11,34.51,63.92,57.92,58.67,70.65,86.34,86.34,73.26
Sumatera,Kota,Aceh,Kota Subulussalam,2013,15,241189,2.39,0.42,20.69,45.09,43.47,11.44,100,80.93,99.14,98.42,44.23,47.39,8.38,24.78,78.4,66.45,68.92,7.48,40.45,40.45,87.29
Sumatera,Kabupaten,Sumatera Utara,Nias,2013,23.3,276654,1.93,0.33,17.28,66.03,33.74,0.23,83.08,69.78,97.8,64.74,15.58,82.55,1.87,1.01,73.72,72.04,72.33,9.21,6.17,6.17,33.06
Sumatera,Kabupaten,Sumatera Utara,Mandailing Natal,2013,40.7,265043,1.61,0.39,9.62,19.4,66.27,14.33,100,99.06,95.59,71.07,26.48,59.4,14.13,22.51,72.61,66.95,67.5,34.52,1.7,1.7,73.78
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Selatan,2013,30.8,288154,1.91,0.47,11.33,24.41,66.07,9.52,100,100,94.28,81.32,7.41,91.8,0.79,2.57,74.97,63.91,65.17,30.3,2.03,2.03,61.76
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Tengah,2013,52,288774,2.58,0.65,15.41,39.59,46.26,14.15,100,90.33,93.64,83.49,25.13,68.76,6.11,13.83,73.95,69.41,70.11,48.88,32.3,32.3,80.81
Sumatera,Kabupaten,Sumatera Utara,Tapanuli Utara,2013,33.8,276803,1.44,0.39,11.68,17.98,66.4,15.62,100,98.15,95.21,94.37,18.97,78.53,2.5,9.08,76.35,68.47,69.39,85.39,64.02,64.02,62.91
Sumatera,Kabupaten,Sumatera Utara,Toba Samosir,2013,17,278478,1.56,0.38,9.54,10.54,54.6,34.86,100,97.74,100,100,14.65,80.93,4.41,15.16,72.9,65.67,66.36,41.91,48.37,48.37,61.87
Sumatera,Kabupaten,Sumatera Utara,Labuhan Batu,2013,38.1,285004,1.14,0.31,8.53,17.92,70.7,11.38,100,100,100,92.75,50.47,21.21,28.31,24.45,69.89,62.3,62.95,30.06,72.18,72.18,33.96
Sumatera,Kabupaten,Sumatera Utara,Asahan,2013,80.5,251914,1.83,0.46,11.6,28.15,58.61,13.23,100,95.11,91.7,69.48,44.68,32.32,23,21.46,66.84,60.46,61.2,49.1,92.04,92.04,59.25
Sumatera,Kabupaten,Sumatera Utara,Simalungun,2013,87.7,270588,1.47,0.34,10.45,19.32,55.16,25.52,100,99.15,97.8,94.64,36.87,43.48,19.66,23.9,71.87,63.87,64.7,55.77,79.58,79.58,56.46
Sumatera,Kabupaten,Sumatera Utara,Dairi,2013,24,251813,1.25,0.26,8.68,24.92,64.15,10.93,100,100,100,79.99,8.54,85.18,6.28,13.19,69.04,68.05,68.13,13.42,37.47,37.47,72.77
Sumatera,Kabupaten,Sumatera Utara,Karo,2013,36.9,337578,1.42,0.35,9.79,3.12,63.29,33.58,100,99.79,100,92.22,18.11,76.85,5.04,16.73,72.11,68.6,68.94,54.35,69.06,69.06,36.79
Sumatera,Kabupaten,Sumatera Utara,Deli Serdang,2013,92,288770,0.52,0.13,4.71,14.36,66.89,18.75,90.79,98.1,100,100,40.85,23.86,35.28,49.04,68.26,60.72,61.08,65.91,93.22,93.22,49.11
Sumatera,Kabupaten,Sumatera Utara,Langkat,2013,104.3,289396,1.49,0.31,10.44,20.52,58.11,21.37,91.06,97.2,100,79.84,41.87,23.95,34.17,37.11,68.56,62.67,63.29,56.3,92.99,92.99,90.04
Sumatera,Kabupaten,Sumatera Utara,Nias Selatan,2013,57,213412,1.94,0.33,18.83,55.03,42.56,2.41,78.62,62.74,94.55,95.56,12.97,84.38,2.65,3.4,73.88,72.8,73.01,6.2,21.58,21.58,71.27
Sumatera,Kabupaten,Sumatera Utara,Humbang Hasundutan,2013,17.9,247658,1.14,0.26,10,20.2,57.39,22.41,100,98.54,100,100,0.9,98.21,0.89,0.89,72.94,68.05,68.54,53.38,20.08,20.08,71.22
Sumatera,Kabupaten,Sumatera Utara,Pakpak Bharat,2013,4.9,207796,1.3,0.24,11.28,36.86,59.32,3.82,100,98.11,97.66,100,2.02,91.89,6.09,15.58,72.79,65.09,65.96,40.87,51.39,51.39,82.75
Sumatera,Kabupaten,Sumatera Utara,Samosir,2013,17.2,228767,1.14,0.16,14.01,25.62,28.28,46.1,100,98.77,100,100,8.15,87.26,4.59,4.59,70.53,68.43,68.72,19.9,50.11,50.11,46.06
Sumatera,Kabupaten,Sumatera Utara,Serdang Bedagai,2013,56.6,288126,1.22,0.25,9.35,20.56,61.04,18.39,96.92,95.07,97.77,85.53,42.45,37.86,19.69,32.09,70.05,64.3,64.84,49.82,87.84,87.84,58.5
Sumatera,Kabupaten,Sumatera Utara,Batu Bara,2013,46.9,303019,2.32,0.67,11.92,32.03,50.48,17.49,95.51,94.66,98.94,78.92,62.53,28.75,8.73,18.44,70.73,65.87,66.45,43.26,80.03,80.03,70.6
Sumatera,Kabupaten,Sumatera Utara,Padang Lawas Utara,2013,25,243213,1.62,0.35,10.28,8.06,70.1,21.85,95.26,99.33,94.6,89.24,11.33,73.79,14.87,9.08,73.4,69.78,70.15,19.71,11.36,11.36,44.07
Sumatera,Kabupaten,Sumatera Utara,Padang Lawas,2013,21.2,237735,1.33,0.33,8.59,18.1,58.79,23.11,100,99.55,83.73,100,42.72,53.35,3.93,12.11,74.23,65.81,66.53,15.59,25.67,25.67,59.74
Sumatera,Kabupaten,Sumatera Utara,Labuhan Batu Selatan,2013,37.3,290734,1.69,0.38,12.36,17.81,61.9,20.29,100,97.53,93.74,96.33,52.84,30.46,16.7,12.17,66.74,59.62,60.5,32.69,82.62,82.62,24.46
Sumatera,Kabupaten,Sumatera Utara,Labuhan Batu Utara,2013,39.1,316418,1.75,0.38,11.34,4.28,74.29,21.43,100,99.99,100,76.28,46.71,42.59,10.7,17.48,72.03,62.15,63.27,45.55,91.15,91.15,62.57
Sumatera,Kabupaten,Sumatera Utara,Nias Utara,2013,40.8,309886,5.43,1.31,30.94,41.24,55.08,3.69,99.38,93.3,96.75,76.47,16.53,80.43,3.04,6.37,71.01,68.81,69.49,32.3,52.78,52.78,76.77
Sumatera,Kabupaten,Sumatera Utara,Nias Barat,2013,24.9,294770,5.23,1.19,29.65,36.04,48.53,15.43,93.35,83.66,100,83.34,17.55,81.64,0.81,3.37,71.8,71.52,71.6,0.84,25.77,25.77,59.78
Sumatera,Kota,Sumatera Utara,Kota Sibolga,2013,11.1,333923,1.71,0.32,12.9,27.39,39.03,33.58,100,96.36,97.26,94.57,49.83,8.75,41.42,36.48,62.71,58.79,59.3,70.35,92.23,92.23,59.72
Sumatera,Kota,Sumatera Utara,Kota Tanjung Balai,2013,24.2,306029,2.63,0.64,14.85,12.83,61.56,25.61,100,99.73,99.62,88.62,41.25,18.6,40.15,35.82,69.31,62.6,63.59,75.98,94.29,94.29,67.47
Sumatera,Kota,Sumatera Utara,Kota Pematang Siantar,2013,26.6,379314,1.79,0.48,10.93,5.25,48.12,46.63,100,100,100,94.93,37.08,11.07,51.85,57.02,65.67,55.63,56.72,80.83,79.35,79.35,52.35
Sumatera,Kota,Sumatera Utara,Kota Tebing Tinggi,2013,18,337049,1.13,0.17,11.74,1.5,71.36,27.15,100,99.62,100,95.91,52.59,21.43,25.98,44.33,65.23,59.98,60.6,38.57,100,100,61.45
Sumatera,Kota,Sumatera Utara,Kota Medan,2013,209.7,396112,1.52,0.34,9.64,7.1,63.06,29.84,100,99.46,99.31,85.61,47.14,23.75,29.11,37.55,63.1,51.64,52.74,94.38,89.05,89.05,40.88
Sumatera,Kota,Sumatera Utara,Kota Binjai,2013,17.5,305596,0.88,0.21,6.75,16.92,52.18,30.9,100,100,100,100,50.23,27.78,21.99,48.06,62.77,60.6,60.74,51.7,94.84,94.84,61.15
Sumatera,Kota,Sumatera Utara,Kota Padangsidimpuan,2013,18.4,300280,0.9,0.14,9.04,12.45,61.46,26.09,91.73,97.24,100,97.73,29.61,46.52,23.87,46.36,68.82,60.85,61.57,42.24,39.87,39.87,45.49
