MainIsland,AreaType,Province,RegencyCity,Year,pov_poorpeopleamount,pov_povertyline,pov_povertydepthindex,pov_povertyseverityindex,pov_poorpeoplepercentage,edu_underprimaryschool,ed_graduatedprimjunior,ed_graduatedoverhs,ed_literacyrate15to24,ed_literacyrate15to55,ed_schoolenrollrate7to12,ed_schoolenrollrate13to15,emp_unemployedperc,emp_employedinform,emp_employedform,emp_employedagric,emp_employednonagric,exp_poorfoodperc,exp_notpoorfoodperc,exp_bothfoodperc,housing_decentwaterperc,housing_privatetoiletperc,gov_aidreceiverperc
Kalimantan,Kabupaten,Kalimantan Tengah,Barito Timur,2014,9.5,401513,1.48,0.41,8.55,35.02,53.65,11.33,100.00,97.59,100.00,86.33,25.28,61.42,13.30,47.20,27.52,72.44,55.94,57.36,42.46,59.56,25.99
Kalimantan,Kabupaten,Kalimantan Tengah,Murung Raya,2014,6.8,364994,0.59,0.09,6.24,29.54,69.72,0.74,100.00,98.15,96.88,76.09,32.77,55.79,11.44,50.20,17.03,77.95,60.00,61.12,8.26,67.40,24.13
Kalimantan,Kota,Kalimantan Tengah,Kota Palangka Raya,2014,9.7,299328,0.41,0.09,3.81,9.73,60.68,29.60,100.00,100.00,100.00,92.05,46.19,26.35,27.46,13.06,40.75,68.75,51.26,51.93,71.15,92.77,28.22
Kalimantan,Kabupaten,Kalimantan Selatan,Tanah Laut,2014,14,335160,0.52,0.12,4.38,43.28,51.47,5.25,100.00,100.00,100.00,76.71,41.71,48.20,10.09,16.46,41.83,69.50,59.07,59.52,43.72,89.41,47.73
Kalimantan,Kabupaten,Kalimantan Selatan,Kota Baru,2014,15.1,309142,0.66,0.17,4.76,48.34,51.66,0,100.00,100.00,95.02,69.21,36.58,45.73,17.69,54.65,8.76,68.43,60.24,60.63,37.26,31.69,61.30
Kalimantan,Kabupaten,Kalimantan Selatan,Banjar,2014,15.7,313769,0.48,0.13,2.87,52.28,46.82,0.89,100.00,97.47,100.00,65.41,35.01,42.39,22.60,26.68,38.31,69.59,59.82,60.10,31.10,64.98,51.96
Kalimantan,Kabupaten,Kalimantan Selatan,Barito Kuala,2014,15.3,237711,0.49,0.07,5.19,47.32,51.64,1.04,100.00,92.84,100.00,100.00,28.56,65.02,6.43,58.77,12.68,72.42,63.14,63.62,13.13,72.08,40.17
Kalimantan,Kabupaten,Kalimantan Selatan,Tapin,2014,6.5,314696,0.5,0.17,3.63,20.62,68.35,11.03,100.00,100.00,100.00,87.14,44.10,49.75,6.15,35.96,19.93,73.91,58.81,59.36,93.53,100.00,16.41
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Selatan,2014,15.2,351691,0.89,0.22,6.77,35.83,58.92,5.25,100.00,100.00,100.00,100.00,28.20,55.24,16.56,29.53,42.27,68.91,64.14,64.46,62.66,48.05,58.51
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Tengah,2014,14.6,268522,0.61,0.09,5.65,54.30,35.08,10.63,100.00,96.26,100.00,76.05,16.82,73.29,9.89,54.69,28.49,73.47,65.80,66.24,48.36,42.09,58.88
Kalimantan,Kabupaten,Kalimantan Selatan,Hulu Sungai Utara,2014,15.6,331299,0.77,0.14,7,36.14,57.00,6.86,100.00,96.80,100.00,84.43,35.17,57.44,7.39,33.94,30.89,68.00,64.28,64.54,34.37,51.71,78.33
Kalimantan,Kabupaten,Kalimantan Selatan,Tabalong,2014,14.7,350737,0.71,0.13,6.21,40.77,56.57,2.66,100.00,100.00,100.00,87.03,23.84,74.82,1.34,71.11,5.06,68.80,59.41,59.99,60.73,56.34,42.92
Kalimantan,Kabupaten,Kalimantan Selatan,Tanah Bumbu,2014,16.6,353313,0.74,0.16,5.21,33.25,66.75,0,100.00,96.58,100.00,73.25,38.53,35.56,25.91,30.55,30.92,64.48,57.23,57.60,29.82,90.81,48.40
Kalimantan,Kabupaten,Kalimantan Selatan,Balangan,2014,7.7,299080,1.14,0.42,6.29,44.14,49.03,6.83,100.00,98.83,91.77,71.33,39.26,55.97,4.77,60.74,0,73.52,66.63,67.07,50.24,79.42,54.39
Kalimantan,Kota,Kalimantan Selatan,Kota Banjarmasin,2014,28.5,366788,0.73,0.21,4.27,40.30,47.57,12.13,100.00,96.57,100.00,74.77,35.18,39.02,25.80,0,64.82,63.87,49.67,50.28,98.83,55.24,36.03
Kalimantan,Kota,Kalimantan Selatan,Kota Banjar Baru,2014,10,436795,0.76,0.22,4.35,28.94,53.39,17.67,100.00,100.00,100.00,66.39,28.33,63.39,8.28,40.27,31.40,59.81,51.06,51.44,28.64,83.38,30.74
Kalimantan,Kabupaten,Kalimantan Timur,Paser,2014,20.3,348444,0.96,0.18,7.87,36.04,53.13,10.83,98.64,95.15,100.00,100.00,45.46,39.33,15.21,44.92,9.62,59.33,53.64,54.08,15.47,58.83,73.12
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Barat,2014,12.9,385008,1.55,0.46,7.53,42.07,44.09,13.85,100.00,97.53,100.00,100.00,8.01,89.06,2.93,86.22,5.77,74.13,54.59,56.06,13.59,14.94,30.00
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Kartanegara,2014,52.5,371791,0.89,0.2,7.43,19.76,61.77,18.47,100.00,96.67,97.92,100.00,41.57,38.42,20.02,41.30,17.13,59.50,53.85,54.27,46.56,76.68,48.68
Kalimantan,Kabupaten,Kalimantan Timur,Kutai Timur,2014,28.3,408224,1.82,0.65,9.1,29.98,56.32,13.70,100.00,97.92,97.16,87.74,37.29,39.05,23.66,45.76,16.95,64.15,52.11,53.20,30.74,49.60,45.64
Kalimantan,Kabupaten,Kalimantan Timur,Berau,2014,9.8,404665,0.53,0.11,4.76,22.73,54.97,22.30,100.00,98.58,97.23,100.00,39.33,57.43,3.24,58.89,1.78,61.70,52.76,53.19,32.04,49.75,43.82
Kalimantan,Kabupaten,Kalimantan Timur,Penajam Paser Utara,2014,11.6,341499,1.22,0.32,7.56,37.12,41.82,21.07,100.00,94.24,93.30,100.00,49.53,43.56,6.90,35.60,14.87,59.11,53.40,53.83,69.63,83.80,55.28
Kalimantan,Kabupaten,Kalimantan Timur,Mahakam Hulu,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Kalimantan,Kota,Kalimantan Timur,Kota Balikpapan,2014,15,460297,0.24,0.04,2.46,10.99,60.51,28.50,100.00,100.00,92.48,100.00,48.17,25.74,26.09,0,51.83,48.89,44.86,44.96,92.26,85.07,10.38
Kalimantan,Kota,Kalimantan Timur,Kota Samarinda,2014,36.6,493763,0.44,0.07,4.56,14.12,49.28,36.59,100.00,97.75,100.00,87.14,48.56,16.77,34.67,6.46,44.98,52.61,49.02,49.19,82.85,94.03,26.54
Kalimantan,Kota,Kalimantan Timur,Kota Bontang,2014,8.2,454392,0.52,0.1,5.1,15.84,49.76,34.40,100.00,99.95,100.00,100.00,49.79,17.27,32.95,18.82,31.40,59.20,46.11,46.78,87.42,84.56,22.43
Kalimantan,Kabupaten,Kalimantan Utara,Malinau,2014,7.6,448944,1.4,0.34,10.12,26.39,46.35,27.26,100.00,98.69,100.00,100.00,38.46,49.23,12.31,28.11,33.43,63.43,54.89,55.75,82.72,83.69,
Kalimantan,Kabupaten,Kalimantan Utara,Bulungan,2014,15.1,333804,1.69,0.36,11.87,18.50,66.26,15.24,100.00,98.66,98.01,100.00,47.22,42.39,10.40,38.26,14.53,62.15,53.27,54.32,45.25,82.86,40.63
Kalimantan,Kabupaten,Kalimantan Utara,Tana Tidung,2014,2,317128,1.79,0.47,9.5,49.28,40.40,10.31,100.00,88.25,92.66,98.66,55.58,20.80,23.62,24.69,19.73,59.77,51.24,52.05,19.00,44.51,67.38
Kalimantan,Kabupaten,Kalimantan Utara,Nunukan,2014,15,312412,1.34,0.27,8.69,28.86,63.39,7.75,100.00,98.87,100.00,100.00,38.11,46.98,14.91,30.07,31.82,63.53,57.63,58.14,37.26,58.38,78.36
Kalimantan,Kota,Kalimantan Utara,Kota Tarakan,2014,17.7,443192,0.62,0.1,7.68,15.06,58.09,26.86,100.00,100.00,98.79,89.03,41.58,28.38,30.03,17.40,41.02,54.26,47.96,48.45,61.92,67.47,29.99
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow,2014,19.8,244173,0.83,0.14,8.59,35.77,58.93,5.31,100.00,100.00,95.07,61.12,52.74,43.10,4.16,31.30,15.96,70.35,62.39,63.08,39.27,65.15,60.54
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa,2014,27.8,217891,1.31,0.29,8.53,21.62,55.36,23.02,100.00,100.00,100.00,79.44,47.46,30.65,21.89,18.47,34.07,66.75,57.69,58.46,42.47,83.48,53.21
Sulawesi,Kabupaten,Sulawesi Utara,Kepulauan Sangihe,2014,15.3,202201,1.77,0.46,11.84,42.73,38.23,19.04,100.00,100.00,100.00,91.06,42.62,37.75,19.63,35.46,21.92,71.05,62.44,63.46,56.88,66.85,81.38
Sulawesi,Kabupaten,Sulawesi Utara,Kepulauan Talaud,2014,8.7,212477,0.95,0.18,9.92,26.36,61.83,11.82,100.00,98.25,100.00,100.00,32.95,61.89,5.16,54.15,12.90,67.81,58.10,59.06,32.90,68.05,90.27
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Selatan,2014,20.1,246563,1.03,0.19,9.85,24.68,52.54,22.79,100.00,98.29,100.00,92.51,47.46,42.39,10.15,30.85,21.69,74.79,65.43,66.35,38.55,68.70,64.92
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Utara,2014,15.3,243645,1.07,0.25,7.75,25.10,59.76,15.14,100.00,97.99,94.78,77.87,52.02,25.11,22.87,24.01,23.97,75.89,60.28,61.49,70.08,80.97,62.27
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Utara,2014,7,195957,1.31,0.31,9.27,28.68,63.77,7.55,100.00,100.00,100.00,100.00,49.27,42.70,8.03,35.35,15.38,71.28,65.17,65.74,34.36,36.00,60.75
Sulawesi,Kabupaten,Sulawesi Utara,Siau Tagulandang Biaro,2014,7.2,234440,2.01,0.51,11.03,16.59,65.74,17.67,100.00,98.62,100.00,98.91,47.14,42.37,10.49,24.32,28.54,68.28,60.00,60.92,60.32,80.33,41.91
Sulawesi,Kabupaten,Sulawesi Utara,Minahasa Tenggara,2014,16.4,258986,1.72,0.34,15.76,21.13,61.88,16.98,100.00,100.00,98.96,100.00,41.36,49.36,9.28,28.85,29.78,71.76,61.73,63.31,58.76,77.49,41.19
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Selatan,2014,9.2,239055,2.83,0.74,15,31.61,61.69,6.70,100.00,100.00,95.80,92.28,48.53,45.22,6.25,41.86,9.61,65.70,58.94,59.95,45.42,27.80,55.23
Sulawesi,Kabupaten,Sulawesi Utara,Bolaang Mongondow Timur,2014,4.5,238422,0.7,0.14,6.61,18.21,64.93,16.86,100.00,100.00,100.00,100.00,44.99,47.08,7.93,42.44,12.57,68.02,62.02,62.41,38.16,49.66,57.65
Sulawesi,Kota,Sulawesi Utara,Kota Manado,2014,20.4,286498,0.71,0.17,4.81,26.44,49.63,23.94,100.00,100.00,94.31,100.00,54.14,9.31,36.54,2.85,43.01,62.68,50.09,50.69,87.06,91.29,44.24
Sulawesi,Kota,Sulawesi Utara,Kota Bitung,2014,12.9,295822,1.03,0.29,6.34,30.19,54.74,15.07,100.00,99.49,100.00,90.69,56.70,25.86,17.44,15.98,27.32,64.61,55.69,56.25,52.58,100.00,59.31
Sulawesi,Kota,Sulawesi Utara,Kota Tomohon,2014,6.3,287381,1,0.29,6.32,33.60,40.34,26.06,100.00,100.00,100.00,100.00,45.14,34.24,20.62,15.22,39.64,66.64,54.77,55.52,76.42,100.00,49.86
Sulawesi,Kota,Sulawesi Utara,Kota Kotamobagu,2014,6.8,237521,0.57,0.08,5.75,12.50,71.89,15.60,100.00,100.00,89.49,76.08,42.06,45.34,12.61,23.62,34.32,58.55,53.59,53.88,65.03,45.20,56.11
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai Kepulauan,2014,28.2,256341,2.57,0.59,15.45,18.04,64.65,17.31,100.00,95.80,96.29,79.63,29.27,64.63,6.10,55.62,15.11,63.11,62.63,62.70,74.98,40.53,81.55
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai,2014,32.5,304907,1.2,0.25,9.27,22.64,61.82,15.53,100.00,97.41,96.61,87.09,48.09,41.94,9.97,39.24,12.67,63.53,56.04,56.74,60.73,52.68,76.21
Sulawesi,Kabupaten,Sulawesi Tengah,Morowali,2014,34,335484,2.53,0.71,14.97,22.51,54.97,22.52,94.87,90.71,89.21,79.34,28.24,59.75,12.01,58.81,12.95,68.44,56.99,58.70,27.64,57.78,72.98
Sulawesi,Kabupaten,Sulawesi Tengah,Poso,2014,39.6,368562,2.11,0.44,17.09,21.03,57.95,21.01,100.00,99.59,99.10,100.00,29.88,63.39,6.73,50.66,19.46,70.74,57.84,60.04,31.47,76.73,87.31
Sulawesi,Kabupaten,Sulawesi Tengah,Donggala,2014,47.6,247348,2.84,0.7,16.3,27.70,60.95,11.35,94.74,92.56,94.02,82.23,30.67,62.34,7.00,42.14,27.20,70.01,61.95,63.26,21.26,19.32,94.01
Sulawesi,Kabupaten,Sulawesi Tengah,Toli-Toli,2014,29.5,240276,1.92,0.46,13.14,35.24,56.59,8.17,100.00,95.04,94.07,59.99,44.62,42.20,13.18,32.65,22.73,66.15,60.08,60.88,46.41,36.16,79.87
Sulawesi,Kabupaten,Sulawesi Tengah,Buol,2014,20.8,266475,2.6,0.67,14.18,20.31,64.31,15.38,100.00,100.00,96.18,82.84,34.81,46.03,19.15,34.69,30.50,65.63,60.04,60.83,49.46,41.45,65.63
Sulawesi,Kabupaten,Sulawesi Tengah,Parigi Moutong,2014,75,309687,2.92,0.78,16.6,42.32,50.21,7.47,95.67,96.08,82.83,56.50,20.42,71.97,7.61,62.71,16.87,68.05,59.35,60.79,27.50,12.61,70.50
Sulawesi,Kabupaten,Sulawesi Tengah,Tojo Una-Una,2014,27.7,356790,2.4,0.44,18.95,37.96,52.65,9.39,100.00,97.29,95.28,85.80,27.95,56.03,16.02,49.91,22.14,72.09,58.76,61.28,74.58,39.82,69.96
Sulawesi,Kabupaten,Sulawesi Tengah,Sigi,2014,26.5,247413,2.58,0.78,11.63,34.59,55.00,10.41,100.00,85.85,97.48,73.47,21.11,71.40,7.49,62.97,15.92,71.50,60.90,62.13,47.77,18.38,83.01
Sulawesi,Kabupaten,Sulawesi Tengah,Banggai Laut,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kabupaten,Sulawesi Tengah,Morowali Utara,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kota,Sulawesi Tengah,Kota Palu,2014,25.7,405195,0.9,0.23,7.05,17.06,64.03,18.90,100.00,100.00,100.00,100.00,51.16,22.46,26.38,6.62,42.21,59.25,45.45,46.42,40.08,52.85,63.93
Sulawesi,Kabupaten,Sulawesi Selatan,Kepulauan Selayar,2014,17,276769,1.83,0.44,13.13,40.80,45.92,13.28,100.00,96.40,94.35,63.62,46.13,35.14,18.73,27.24,26.63,67.19,62.49,63.11,61.19,18.73,85.85
Sulawesi,Kabupaten,Sulawesi Selatan,Bulukumba,2014,34.2,260236,1.22,0.3,8.37,47.78,41.45,10.77,100.00,93.09,94.93,51.96,42.51,48.19,9.31,40.67,16.82,67.22,60.30,60.88,49.87,60.77,41.78
Sulawesi,Kabupaten,Sulawesi Selatan,Bantaeng,2014,17.7,209080,1.92,0.59,9.68,77.00,20.40,2.60,88.27,69.05,96.32,37.91,22.71,69.28,8.01,66.85,10.44,66.95,60.99,61.57,78.08,38.38,76.55
Sulawesi,Kabupaten,Sulawesi Selatan,Jeneponto,2014,54.2,277413,2.09,0.43,15.31,45.72,38.59,15.69,98.55,81.07,98.77,77.17,33.27,60.15,6.58,51.98,14.75,67.03,63.00,63.62,64.60,48.51,79.52
Sulawesi,Kabupaten,Sulawesi Selatan,Takalar,2014,27.4,262202,1.2,0.25,9.62,40.48,48.33,11.19,100.00,90.50,97.40,90.32,51.16,29.95,18.89,26.32,22.52,69.02,62.65,63.26,59.99,65.18,68.79
Sulawesi,Kabupaten,Sulawesi Selatan,Gowa,2014,57,290592,1.26,0.25,8,56.32,34.89,8.78,86.62,74.11,97.31,91.86,45.54,44.91,9.55,30.67,23.79,64.57,57.03,57.64,56.38,66.39,48.90
Sulawesi,Kabupaten,Sulawesi Selatan,Sinjai,2014,22.6,222751,1.36,0.32,9.56,40.24,55.83,3.94,100.00,90.77,96.58,59.03,42.00,51.22,6.79,49.67,8.34,69.23,63.90,64.41,40.26,55.32,51.00
Sulawesi,Kabupaten,Sulawesi Selatan,Maros,2014,40.1,286937,2.06,0.49,11.93,36.22,49.06,14.72,100.00,90.22,95.63,75.22,47.61,38.88,13.51,30.07,22.32,67.34,59.17,60.14,41.29,60.31,57.39
Sulawesi,Kabupaten,Sulawesi Selatan,Pangkajene Dan Kepulauan,2014,52.6,243054,2.93,0.72,16.38,29.51,54.69,15.80,100.00,91.59,100.00,84.38,49.71,30.66,19.63,22.64,27.65,66.44,54.15,56.16,32.30,59.16,70.48
Sulawesi,Kabupaten,Sulawesi Selatan,Barru,2014,16.6,253904,1.26,0.25,9.74,40.33,50.41,9.27,100.00,87.61,100.00,80.43,57.27,40.07,2.67,27.38,15.36,65.95,59.29,59.94,29.85,60.20,49.69
Sulawesi,Kabupaten,Sulawesi Selatan,Bone,2014,80.5,244415,1.28,0.25,10.88,44.30,48.12,7.58,100.00,91.25,92.94,71.50,34.80,54.91,10.30,48.76,16.44,65.51,58.82,59.54,51.50,49.28,58.84
Sulawesi,Kabupaten,Sulawesi Selatan,Soppeng,2014,19.8,207084,1.16,0.21,8.76,38.69,50.13,11.18,96.04,93.97,100.00,74.31,47.56,49.68,2.76,43.73,8.71,64.72,59.47,59.93,71.23,70.94,44.27
Sulawesi,Kabupaten,Sulawesi Selatan,Wajo,2014,30.3,244212,1.21,0.31,7.74,44.29,46.57,9.14,100.00,95.60,100.00,86.30,41.20,54.22,4.58,49.30,9.50,71.07,58.45,59.43,47.21,68.29,53.25
Sulawesi,Kabupaten,Sulawesi Selatan,Sidenreng Rappang,2014,16.7,242303,1.08,0.34,5.82,51.82,43.21,4.97,96.53,80.24,92.79,78.47,49.00,37.98,13.02,33.24,17.77,69.46,58.96,59.57,43.29,68.80,42.93
Sulawesi,Kabupaten,Sulawesi Selatan,Pinrang,2014,29.9,228150,1.12,0.25,8.2,46.00,44.28,9.72,100.00,92.81,97.61,72.92,32.14,58.78,9.08,51.64,16.22,68.40,56.35,57.34,38.12,37.05,68.35
Sulawesi,Kabupaten,Sulawesi Selatan,Enrekang,2014,27.6,244643,1.23,0.18,13.9,26.46,54.12,19.42,100.00,97.04,97.78,85.96,31.87,63.10,5.04,60.98,7.16,59.94,61.56,61.33,37.63,61.61,53.60
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu,2014,48.5,239157,2.08,0.5,13.95,38.97,41.54,19.50,90.06,85.59,95.05,81.38,45.39,46.76,7.85,43.26,11.35,67.15,62.34,63.01,19.61,32.39,80.58
Sulawesi,Kabupaten,Sulawesi Selatan,Tana Toraja,2014,29.1,226762,1.59,0.26,12.77,29.29,56.68,14.03,98.21,91.97,97.42,94.50,29.13,67.31,3.56,67.21,3.65,67.67,63.30,63.86,21.34,76.77,76.16
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu Utara,2014,43,251627,2.01,0.42,14.31,16.66,66.66,16.68,100.00,98.61,100.00,95.09,37.99,52.71,9.30,41.88,20.13,61.32,59.72,59.95,52.38,66.33,72.29
Sulawesi,Kabupaten,Sulawesi Selatan,Luwu Timur,2014,20.8,240729,1.18,0.32,7.67,28.55,55.45,16.00,100.00,94.57,97.05,100.00,41.70,49.46,8.84,39.52,18.78,61.79,53.72,54.34,42.61,63.56,67.60
Sulawesi,Kabupaten,Sulawesi Selatan,Toraja Utara,2014,33.9,341070,2.92,0.77,15.1,51.02,35.18,13.80,100.00,89.61,97.87,97.63,22.74,72.56,4.70,70.93,6.34,74.97,64.01,65.66,21.62,82.60,49.04
Sulawesi,Kota,Sulawesi Selatan,Kota Makassar,2014,64.2,297197,0.7,0.17,4.48,27.19,45.22,27.59,100.00,94.80,93.22,72.31,48.77,27.36,23.87,6.45,44.78,59.03,50.44,50.83,76.42,81.46,42.33
Sulawesi,Kota,Sulawesi Selatan,Kota Parepare,2014,8.1,256303,1.01,0.28,5.88,29.38,44.36,26.25,100.00,95.79,95.21,100.00,32.97,35.10,31.93,16.03,51.01,58.88,51.15,51.61,75.74,55.78,52.18
Sulawesi,Kota,Sulawesi Selatan,Kota Palopo,2014,14.6,228881,1.18,0.26,8.8,23.35,49.70,26.95,100.00,98.28,100.00,100.00,46.46,38.25,15.29,16.81,36.73,61.77,52.03,52.89,77.78,75.47,59.37
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton,2014,37.6,189228,1.76,0.37,14.31,37.85,51.75,10.40,98.11,93.00,98.77,91.09,28.73,58.06,13.22,49.32,21.95,65.82,62.02,62.56,60.40,43.40,71.50
Sulawesi,Kabupaten,Sulawesi Tenggara,Muna,2014,41.3,253795,2.21,0.57,14.46,26.84,52.34,20.81,98.08,89.79,97.22,91.37,23.17,67.74,9.09,50.32,26.51,58.73,57.45,57.64,54.47,39.11,50.79
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe,2014,40.5,230759,2.23,0.5,15.47,18.72,56.85,24.43,100.00,96.39,100.00,91.05,26.16,68.75,5.09,42.97,30.87,67.10,55.50,57.29,58.33,52.93,68.18
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka,2014,53.6,277220,2.36,0.59,14.99,30.11,50.02,19.87,100.00,96.86,96.48,85.02,39.27,47.85,12.88,36.23,24.50,68.78,55.28,57.30,59.00,73.33,57.81
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Selatan,2014,33.8,175544,1.74,0.39,11.6,35.66,55.74,8.60,100.00,94.85,100.00,90.35,23.53,63.96,12.51,52.37,24.10,62.35,57.82,58.34,56.89,46.92,75.52
Sulawesi,Kabupaten,Sulawesi Tenggara,Bombana,2014,21.2,236688,1.79,0.39,13.2,31.91,52.43,15.66,100.00,90.81,92.95,68.83,35.06,55.13,9.81,45.53,19.41,66.65,61.93,62.55,46.24,46.06,83.06
Sulawesi,Kabupaten,Sulawesi Tenggara,Wakatobi,2014,15.4,207228,1.42,0.17,16.27,18.77,60.43,20.80,100.00,100.00,100.00,100.00,37.13,57.74,5.13,29.71,33.16,63.68,54.78,56.23,59.86,81.01,80.67
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka Utara,2014,22.2,336384,2.53,0.58,16.1,21.57,64.70,13.73,100.00,96.39,100.00,87.78,30.39,61.23,8.38,58.90,10.71,63.91,54.49,56.01,34.29,33.19,77.67
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Utara,2014,9.7,243172,2.44,0.64,16.35,29.23,56.23,14.53,100.00,95.24,97.91,100.00,41.89,50.42,7.69,41.77,16.33,66.34,58.76,60.00,46.27,43.09,83.12
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Utara,2014,5.8,208232,0.84,0.11,10.15,23.93,64.37,11.70,100.00,86.83,100.00,100.00,33.70,57.96,8.34,48.76,17.54,65.16,59.81,60.35,54.82,72.66,68.28
Sulawesi,Kabupaten,Sulawesi Tenggara,Kolaka Timur,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kabupaten,Sulawesi Tenggara,Konawe Kepulauan,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kabupaten,Sulawesi Tenggara,Muna Barat,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Tengah,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kabupaten,Sulawesi Tenggara,Buton Selatan,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Sulawesi,Kota,Sulawesi Tenggara,Kota Kendari,2014,18.8,256535,1.01,0.28,5.56,7.64,48.72,43.64,100.00,100.00,100.00,88.38,44.76,23.07,32.17,12.13,43.12,57.10,49.96,50.36,53.80,83.20,49.53
Sulawesi,Kota,Sulawesi Tenggara,Kota Baubau,2014,14.1,258075,2.09,0.73,9.25,23.52,58.84,17.64,100.00,93.23,100.00,100.00,43.83,43.06,13.10,19.53,36.64,59.43,49.39,50.32,80.32,74.90,61.86
Sulawesi,Kabupaten,Gorontalo,Boalemo,2014,30.5,292557,4.24,1.31,20.79,57.16,33.84,9.00,100.00,95.23,97.68,88.09,26.62,64.27,9.11,55.39,17.99,69.52,63.22,64.53,50.00,30.04,66.37
Sulawesi,Kabupaten,Gorontalo,Gorontalo,2014,77.7,323578,3.45,0.9,21.05,53.27,39.69,7.04,100.00,94.07,93.23,75.38,33.41,56.46,10.13,44.95,21.65,66.42,60.13,61.46,31.18,28.38,80.34
Sulawesi,Kabupaten,Gorontalo,Pohuwato,2014,29.8,214146,3.37,0.77,20.69,49.87,42.38,7.75,92.08,94.24,95.54,64.01,42.48,43.51,14.01,28.81,28.71,67.03,58.33,60.13,62.34,24.56,82.08
Sulawesi,Kabupaten,Gorontalo,Bone Bolango,2014,25.3,288741,2.31,0.52,16.68,38.45,50.67,10.88,100.00,99.42,98.52,83.23,49.67,32.96,17.37,18.02,32.31,65.00,58.86,59.88,37.76,26.76,84.05
Sulawesi,Kabupaten,Gorontalo,Gorontalo Utara,2014,20.1,213613,3.12,0.8,18.34,47.81,44.85,7.33,100.00,97.75,98.04,70.46,30.86,65.87,3.27,52.09,17.05,67.92,61.86,62.97,48.03,12.21,65.83
Sulawesi,Kota,Gorontalo,Kota Gorontalo,2014,11.6,376010,0.76,0.19,5.85,38.66,47.07,14.27,100.00,100.00,100.00,60.51,30.30,34.98,34.73,9.95,59.75,61.59,48.75,49.50,49.46,48.43,57.39
Sulawesi,Kabupaten,Sulawesi Barat,Majene,2014,24.7,278049,1.86,0.36,15.05,32.27,57.04,10.68,100.00,95.40,92.35,85.26,33.74,52.26,14.00,39.42,26.84,71.19,63.06,64.29,42.66,25.71,95.99
Sulawesi,Kabupaten,Sulawesi Barat,Polewali Mandar,2014,75.7,293073,2.73,0.7,17.79,40.35,48.88,10.77,100.00,91.98,97.37,75.32,35.60,53.64,10.76,34.03,30.37,68.83,63.85,64.74,33.92,47.20,84.73
Sulawesi,Kabupaten,Sulawesi Barat,Mamasa,2014,21.1,207126,1.81,0.39,13.82,41.08,48.82,10.10,100.00,89.35,91.30,88.29,30.35,62.95,6.70,61.33,8.32,66.82,65.77,65.92,0.00,55.91,62.98
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju,2014,25.9,195991,0.72,0.12,6.72,42.52,42.57,14.92,100.00,91.33,95.70,67.69,21.59,67.57,10.84,61.45,16.96,66.57,59.36,59.84,10.42,17.59,50.35
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju Utara,2014,7.2,279940,0.82,0.2,4.65,28.68,65.07,6.25,100.00,97.15,96.14,100.00,29.55,57.65,12.80,64.39,6.07,62.02,56.30,56.57,21.38,40.91,58.44
Sulawesi,Kabupaten,Sulawesi Barat,Mamuju Tengah,2014,-,-,-,-,-,,,,,,,,,,,,,,,,,,
Maluku,Kabupaten,Maluku,Maluku Tenggara Barat,2014,31.4,275291,4.83,1.17,28.56,8.30,70.67,21.03,100.00,100.00,100.00,85.11,41.59,53.92,4.49,53.70,4.71,66.80,63.99,64.79,59.02,42.76,62.91
